text,entities,user,geo
Official COVID 19 update in Thailand Friday 18 March 2022 3 303 169 people infected ( 27 071) 3 048 491 recov ,[],1131453353458786304,
Moderna seeks FDA authorization for 4th dose of COVID shot. feedmile moderna FDA covid19 boostershot ,"['feedmile', 'moderna', 'FDA', 'covid19', 'boostershot']",1496154993363079168,
No slack is built into education provision to meet extraordinary demands so when crises happen there are limits t ,[],1403655691773022208,
China has been battling its worst Covid outbreak since the virus first emerged in Wuhan in 2020 COVID19 China ,"['COVID19', 'China']",18860860,
A dog that doesn't go home without a throat swab nucleic acid test. COVID19 ,"['dog', 'COVID19']",1375601886447857668,
Effects of colors on eyes in Holi and COVID problems Holi COVID19 ,"['Holi', 'COVID', 'Holi', 'COVID19']",1320604107355287552,
SouthKorea has become one of the world's major COVID hotspots as infections have surged to hundreds of thousands ,"['SouthKorea', 'COVID']",991244506623283200,
A federal labor board is seeking to reinstate an Amazon employee who was fired in the early days of the pandemic a ,['Amazon'],22240612,
COVID cases in the UK amp Europe are on the rise again. What does this mean? The problem is that it is not only cas ,['COVID'],1311574745524117504,
Baby girls exercising on the switch whilst Daddy s watching the Races at Death Valley amp The Footy iso covid ,"['iso', 'covid']",1386891134375399426,
ALP doesn't scare me. Biggest bogeymen are LNP and Covid. AlboForPM ,"['LNP', 'Covid', 'AlboForPM']",1490227120043610115,
First day off in a while a lovely sunny day and I get to spend it at home because fuck you covid COVID19,['COVID19'],871993136,
Covid Omicron Is world ready for great re opening? ONLY IF majority have been vaccinated amp boosted. In UK 95 ,"['Covid', 'Omicron', 'vaccinated', 'UK']",1499961667513294860,
Connectivity Platforms for IoT Devices Market In Depth Analysis including key players Sigfox Cisco EMnify Sigfox ,['Sigfox'],1364223331201736712,
COVID19 BA2 Surge a coming with a host of trouble. Put on that Mask on the double ,"['COVID19', 'BA2', 'Mask']",16685803,
Why do so many people use Zoom? The free and paid versions of these alternatives are far better ,[],2546330804,
"Drives me CRAZY that no government in the world is willing to say to it's citizens ""If you had Covid in the last ",['Covid'],4385172616,
COVID19 is over. When will remove this tab? ,['COVID19'],1445866405878898698,
Looks like I've finally joined the Covid club suppose 2 years clear is pretty good! CovidClub COVID19,"['CovidClub', 'COVID19']",941630312920084486,
The number of Americans dying each day from Covid 19 now stands at 2033 as high as the Delta 's peak a grim figure ,[],1502371948822769664,
The US led the world in coronavirus cases and deaths. Over 866000 died millions r uninsured amp unable to access affo ,[],1502371948822769664,
 996 072 have died from COVID in the USA. SpanishFlu killed 675 000 Americans. It's the D ,"['COVID', 'SpanishFlu']",1231044435716296704,
Distribution of 7 Day Covid Deaths From County Data for 2022 03 14 Latest Covid Insights by Our Analytics Team us ,[],3219670842,
Woke up to hear a travel expert telling us the pandemic is over FFS. Motivated by money of course he wants it ov ,[],248625689,
Gn! This Covid thing sucks I have been asleep for pretty much the past three days. Now I can t complain abou ,[],1459204599529840640,
What happens if you are exposed to COVID19 while your lung is still growing? A new study looked at timing of ,['COVID19'],804315596,
 Your mistake . How can families trust you! Passing the buck just shows that ,[],796680511448031232,
With Covid 19 still around most of the celebs are being cautious and avoiding large crowd HappyHoli2022 COVID19 ,"['HappyHoli2022', 'COVID19']",1277951059197980673,
 He sounds happy that people will be out of work regardless of the consequences. ,[],74735496,
The government caused this. Stupid policies and bad decisions made by our leaders resulted in this windfall. Giving ,[],2316751902,
7 Day Distribution of Covid Deaths by State Using County Data for 2022 03 14 Latest Covid Insights by Our Analyti ,[],3219670842,
UK seniors being offered a 4th dose (2nd booster) as immunity declines in just months. When will a 4th dose be ava ,[],6727372,
Cases 465 950 586 ( 1 019) Deaths 6 065 559 ( 0) Recovered 0 ( 0) Active Cases 465 950 586 (100 ) Completed ,[],1237837670182793217,
Free COVID19 test kits seem to be available to order again after a few days of unavailability. CovidIsNotOver ,"['COVID19', 'CovidIsNotOver']",633976325,
While we recognise tyranny While re recognise investments in corrupt organisations by our politicians While we re ,[],1465236285526880260,
 600K new cases in Korea yesterday? Omg please take care friends! COVID19,['COVID19'],1472730027514994688,
Preparation for next week we will be in a normal situation without COVID COVID19. Going to office as there woul ,"['COVID', 'COVID19']",114706309,
AI Based Forensic Probe To Identify Fake Vaccine Scam by Awes Faghi Elmi Aug 2021 via ,[],2401857229,
COVID19 Psaki we don t know if COVID19 is effected by age WTF ? ,"['COVID19', 'Psaki', 'COVID19']",1404455729935929353,
I see the mask debate rages on. COVID19 ,['COVID19'],1060178875,
Amidst COVID19 school closures ECW s strategic partners in government civil society amp the are working close ,"['COVID19', 'ECW']",917510713131888642,
COVID19 UPDATE 29 181 tests were conducted in the last 24hrs with 1 682 new cases which represents a 5.8 posit ,['COVID19'],743582792,
Don't forget to check the site out regularly 2 see which old conspiracies have now been revealed 2 be true which ,['conspiracies'],103144765,
Please ask your MP to attend amp speak out about NHS workers with LongCovid being sacked amp for more money for car ,"['NHS', 'LongCovid']",39214366,
Today MentalHealth UkraineRussiaWar COVID19 ,"['MentalHealth', 'UkraineRussiaWar', 'COVID19']",861144656,
The COVID19 pandemic has severely hampered Nigeria s economic development increased debt and reduced our banks ,['COVID19'],42210513,
All this is simply due to the feeling of uselessness in having some free time now. A fact that before was unthink ,[],1240712357619412995,
 Me too... I am SO scared of getting covid even my partner isn't wearing a mask now . ,['covid'],51411965,
With China amp HongKong emerging as the new COVID19 hotspots a new variant detected in Israel the world has gon ,"['China', 'HongKong', 'COVID19', 'Israel']",1089851862227013633,
Travel with freedom to these Covid restriction free destinations. travel COVID19,"['travel', 'COVID19']",1168492205931212800,
This is very well made amp simple 2 understand. Hopefully it resonates amp gets people 2 realize how important ( amp simp ,[],2781654258,
Global COVID19 cases are again on the rise warns . Misinformation that the pandemic is over the lifting of ,['COVID19'],47059549,
7 Day US Covid Deaths by County For WY 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
 I dont believe politicians and the media since march 2020. Thanks to covid19,['covid19'],283929848,
 Ages 50 in COH 23 of cases since 10/25/21 87 (357) of 408 COVID19 deaths since 11/1/2021 All 16 ,['COVID19'],39060273,
Majority of HCMC parents want Covid vaccination for kids in primary school kindergarten coronavirus kids. ,"['coronavirus', 'kids']",821592481,
Don t miss to join today s AskWHO session on impacts of COVID19 and humanitarian crises such as Ukraine on men ,"['AskWHO', 'COVID19', 'Ukraine']",1181481640532406272,
GMB notice the MSM starting up with Covid again. The Cult are pushing hard. The world has gone mad it s gone ,"['GMB', 'Covid', 'Cult']",947049307299074048,
Shit my luck has run out I just tested positive to bloody Covid everything crossed it's just mild but I feel ,[],159103204,
I agree with the speaker on 5 Live just now. FiveLive InMyOpinion Covid19 COVID Let's not go back to lockdo ,"['FiveLive', 'InMyOpinion', 'Covid19', 'COVID']",88498729,
Cases 465 949 567 ( 0) Deaths 6 065 559 ( 26) Recovered 0 ( 0) Active Cases 465 949 567 (100 ) Completed Cas ,[],1237837670182793217,
Ghana's economic outlook Government used 5 billion to mitigate the impact of COVID19 pandemic Former Minister ,['COVID19'],610124383,
 people working in care homes have to wear mask for 12hr shift and visitors still wear a mask! Why can t people ,[],1238394012232531968,
Happy Holi !! May all the seven colors of the rainbow bring cheer in your life. students education school ,"['students', 'education', 'school']",1421042402194690055,
"""It's just a touch of the black death get on that plane!"" Man who sold his soul to the travel industry GMB COVID19 covid19uk","['GMB', 'COVID19', 'covid19uk']",498866575,
Mental Health After Covid 19 Watch Video gt gt gt HealthZone Covid19 PostCovid VanithaTV,"['HealthZone', 'Covid19', 'PostCovid', 'VanithaTV']",997809932488462336,
I d like to challenge us to trade in our binary either/or thinking to instead start thinking in terms of and. How ,[],1450886065875681280,
"COVID was stage 1 of taking control. Stage 2 is the ""war"" in Ukraine. The vaccines and vaccine passports linked to ",[],1312847277547978760,
 Dozens of people in UK have had coronavirus four times and thousands have been infected three times official figu ,[],87358629,
Micron asks some employees in China to work from home amid COVID resurgence China s facto ,[],2326532184,
You would think 'herd immunity' should have kept the numbers down. But if it doesn't work the way we thought it sho ,[],228312653,
7 Day US Covid Deaths by County For WY 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
South Africa seeks to recover from economic challenges exacerbated by COVID19 pandemic tackling unemployment po ,['COVID19'],1536223580,
bbcnews COVID19 travel restrictions have ended in the UK ,"['bbcnews', 'COVID19', 'UK']",981411853636198406,
Martinos Mandalidis Consul General of Greece in Guangzhou send messages to people in Shenzhen who are now unde ,"['Greece', 'Guangzhou', 'Shenzhen']",2686729075,
I get the impression that most politicians think Covid19 will wash over and people will just 'forget' what happen ,['Covid19'],39002335,
I have started a small campaign to help out PhD researchers who go through severe financial strains. Please do shar ,[],991722893129199616,
RT Reinvent Recruit Reconnect These are just some of the lessons learned by Orascom Development ,['RT'],6135632,
RT During the COVID19 pandemic higher savings home values and equity prices drove the net worth of ,"['RT', 'COVID19']",6135632,
RT Following the COVID19 catalyst for increased home care we estimate that up to 265 billion worth o ,"['RT', 'COVID19']",6135632,
The worst thing the gov't could do now is get in the way of the economy. With inflation leading to record breaking ,[],965235324472274944,
COVID19 hysteria mask wearing finger pointers ostracising the unvaccinated shaming those who think differently ,['COVID19'],889432704948817920,
Y'all remember when the WHO said this is the year we must end covid? Let's do that. ,['covid'],1463396344555446276,
The number of confirmed COVID19 cases in Bulgaria reached 1 121 194 after 15 874 tests identified 1 720 new infe ,"['COVID19', 'Bulgaria']",1492486398837940227,
"Professor says the new BA.2 Covid strain is ""close to one of the most contagious diseases we know."" Because of how ",['Covid'],1481144418212397057,
United States President Joe Biden has appointed Ashish Jha an Indian origin doctor and public health specialist as ,[],1277951059197980673,
RETAILsales increased by 8.1 on the previous year in February even with mounting pressures including global econ ,['RETAILsales'],41095202,
 I'm only sure of the loser. The people of Ukraine. The obvious winner now are the America ,[],2536706751,
Fort Detrick is authoritatively recognized as the birthplace of COVID 19. Finally an institution has come forward ,[],1489860107240419330,
AmericaHeldHostage Day422 Bidennotmypresident CNN MSNBC Covid19 55.5 mil infected and 567566 dead. Biden to t ,"['AmericaHeldHostage', 'Bidennotmypresident', 'CNN', 'MSNBC', 'Covid19', 'Biden']",845008742,
